Ra,Va,Vw
32330,1.997961,1.055610
32340,1.997393,1.055937
32350,1.996826,1.056263
32360,1.996259,1.056590
32370,1.995692,1.056916
32380,1.995125,1.057243
32390,1.994559,1.057569
32400,1.993993,1.057896
32410,1.993428,1.058222
32420,1.992862,1.058549
32430,1.992297,1.058875
32440,1.991733,1.059202
32450,1.991169,1.059529
32460,1.990605,1.059855
32470,1.990041,1.060182
32480,1.989478,1.060508
32490,1.988915,1.060835
32500,1.988352,1.061161
32510,1.987790,1.061488
32520,1.987228,1.061814
32530,1.986666,1.062141
32540,1.986105,1.062467
32550,1.985544,1.062794
32560,1.984983,1.063120
32570,1.984422,1.063447
32580,1.983862,1.063773
32590,1.983303,1.064100
32600,1.982743,1.064426
32610,1.982184,1.064753
32620,1.981625,1.065079
32630,1.981067,1.065406
32640,1.980508,1.065732
32650,1.979950,1.066059
32660,1.979393,1.066385
32670,1.978836,1.066712
32680,1.978279,1.067038
32690,1.977722,1.067365
32700,1.977166,1.067691
32710,1.976610,1.068018
32720,1.976054,1.068344
32730,1.975499,1.068671
32740,1.974944,1.068997
32750,1.974389,1.069324
32760,1.973834,1.069650
32770,1.973280,1.069977
32780,1.972726,1.070303
32790,1.972173,1.070630
32800,1.971620,1.070956
32810,1.971067,1.071283
32820,1.970514,1.071609
32830,1.969962,1.071936
32840,1.969410,1.072262
32850,1.968858,1.072589
32860,1.968307,1.072915
32870,1.967756,1.073242
32880,1.967205,1.073568
32890,1.966655,1.073895
32900,1.966105,1.074222
32910,1.965555,1.074548
32920,1.965006,1.074875
32930,1.964457,1.075201
32940,1.963908,1.075528
32950,1.963359,1.075854
32960,1.962811,1.076181
32970,1.962263,1.076507
32980,1.961715,1.076834
32990,1.961168,1.077160
33000,1.960621,1.077487
33010,1.960074,1.077813
33020,1.959528,1.078140
33030,1.958982,1.078466
33040,1.958436,1.078793
33050,1.957891,1.079119
33060,1.957345,1.079446
33070,1.956801,1.079772
33080,1.956256,1.080099
33090,1.955712,1.080425
33100,1.955168,1.080752
33110,1.954624,1.081078
33120,1.954081,1.081405
33130,1.953538,1.081731
33140,1.952995,1.082058
33150,1.952452,1.082384
33160,1.951910,1.082711
33170,1.951368,1.083037
33180,1.950827,1.083364
33190,1.950286,1.083690
33200,1.949745,1.084017
33210,1.949204,1.084343
33220,1.948664,1.084670
33230,1.948124,1.084996
33240,1.947584,1.085323
33250,1.947045,1.085649
33260,1.946505,1.085976
33270,1.945967,1.086302
33280,1.945428,1.086629
33290,1.944890,1.086955
33300,1.944352,1.087282
33310,1.943814,1.087608
33320,1.943277,1.087935
33330,1.942740,1.088261
33340,1.942203,1.088588
33350,1.941667,1.088915
33360,1.941131,1.089241
33370,1.940595,1.089568
33380,1.940059,1.089894
33390,1.939524,1.090221
33400,1.938989,1.090547
33410,1.938454,1.090874
33420,1.937920,1.091200
33430,1.937386,1.091527
33440,1.936852,1.091853
33450,1.936319,1.092180
33460,1.935785,1.092506
33470,1.935252,1.092833
33480,1.934720,1.093159
33490,1.934188,1.093486
33500,1.933656,1.093812
33510,1.933124,1.094139
33520,1.932592,1.094465
33530,1.932061,1.094792
33540,1.931530,1.095118
33550,1.931000,1.095445
33560,1.930470,1.095771
33570,1.929940,1.096098
33580,1.929410,1.096424
33590,1.928881,1.096751
33600,1.928352,1.097077
33610,1.927823,1.097404
33620,1.927294,1.097730
33630,1.926766,1.098057
33640,1.926238,1.098383
33650,1.925711,1.098710
33660,1.925183,1.099036
33670,1.924656,1.099363
33680,1.924129,1.099689
33690,1.923603,1.100016
33700,1.923077,1.100342
33710,1.922551,1.100669
33720,1.922025,1.100995
33730,1.921500,1.101322
33740,1.920975,1.101648
33750,1.920450,1.101975
33760,1.919926,1.102301
33770,1.919401,1.102628
33780,1.918878,1.102954
33790,1.918354,1.103281
33800,1.917831,1.103608
33810,1.917308,1.103934
33820,1.916785,1.104261
33830,1.916262,1.104587
33840,1.915740,1.104914
33850,1.915218,1.105240
33860,1.914697,1.105567
33870,1.914176,1.105893
33880,1.913655,1.106220
33890,1.913134,1.106546
33900,1.912613,1.106873
33910,1.912093,1.107199
33920,1.911573,1.107526
33930,1.911054,1.107852
33940,1.910534,1.108179
33950,1.910015,1.108505
33960,1.909497,1.108832
33970,1.908978,1.109158
33980,1.908460,1.109485
33990,1.907942,1.109811
34000,1.907424,1.110138
34010,1.906907,1.110464
34020,1.906390,1.110791
34030,1.905873,1.111117
34040,1.905357,1.111444
34050,1.904841,1.111770
34060,1.904325,1.112097
34070,1.903809,1.112423
34080,1.903294,1.112750
34090,1.902778,1.113076
34100,1.902264,1.113403
34110,1.901749,1.113729
34120,1.901235,1.114056
34130,1.900721,1.114382
34140,1.900207,1.114709
34150,1.899694,1.115035
34160,1.899181,1.115362
34170,1.898668,1.115688
34180,1.898155,1.116015
34190,1.897643,1.116341
34200,1.897131,1.116668
34210,1.896619,1.116994
34220,1.896108,1.117321
34230,1.895596,1.117647
34240,1.895085,1.117974
34250,1.894575,1.118301
34260,1.894064,1.118627
34270,1.893554,1.118954
34280,1.893045,1.119280
34290,1.892535,1.119607
34300,1.892026,1.119933
34310,1.891517,1.120260
34320,1.891008,1.120586
34330,1.890500,1.120913
34340,1.889991,1.121239
34350,1.889483,1.121566
34360,1.888976,1.121892
34370,1.888469,1.122219
34380,1.887961,1.122545
34390,1.887455,1.122872
34400,1.886948,1.123198
34410,1.886442,1.123525
34420,1.885936,1.123851
34430,1.885430,1.124178
34440,1.884925,1.124504
34450,1.884420,1.124831
34460,1.883915,1.125157
34470,1.883410,1.125484
34480,1.882906,1.125810
34490,1.882402,1.126137
34500,1.881898,1.126463
34510,1.881394,1.126790
34520,1.880891,1.127116
34530,1.880388,1.127443
34540,1.879885,1.127769
34550,1.879383,1.128096
34560,1.878881,1.128422
34570,1.878379,1.128749
34580,1.877877,1.129075
34590,1.877376,1.129402
34600,1.876875,1.129728
34610,1.876374,1.130055
34620,1.875873,1.130381
34630,1.875373,1.130708
34640,1.874873,1.131034
34650,1.874373,1.131361
34660,1.873873,1.131687
34670,1.873374,1.132014
34680,1.872875,1.132340
34690,1.872377,1.132667
34700,1.871878,1.132994
34710,1.871380,1.133320
34720,1.870882,1.133647
34730,1.870384,1.133973
34740,1.869887,1.134300
34750,1.869390,1.134626
34760,1.868893,1.134953
34770,1.868396,1.135279
34780,1.867900,1.135606
34790,1.867404,1.135932
34800,1.866908,1.136259
34810,1.866413,1.136585
34820,1.865917,1.136912
34830,1.865422,1.137238
34840,1.864928,1.137565
34850,1.864433,1.137891
34860,1.863939,1.138218
34870,1.863445,1.138544
34880,1.862951,1.138871
34890,1.862458,1.139197
34900,1.861965,1.139524
34910,1.861472,1.139850
34920,1.860979,1.140177
34930,1.860487,1.140503
34940,1.859995,1.140830
34950,1.859503,1.141156
34960,1.859011,1.141483
34970,1.858520,1.141809
34980,1.858029,1.142136
34990,1.857538,1.142462
35000,1.857048,1.142789
35010,1.856557,1.143115
35020,1.856067,1.143442
35030,1.855578,1.143768
35040,1.855088,1.144095
35050,1.854599,1.144421
35060,1.854110,1.144748
35070,1.853621,1.145074
35080,1.853133,1.145401
35090,1.852644,1.145727
35100,1.852156,1.146054
35110,1.851669,1.146380
35120,1.851181,1.146707
35130,1.850694,1.147033
35140,1.850207,1.147360
35150,1.849721,1.147687
35160,1.849234,1.148013
35170,1.848748,1.148340
35180,1.848262,1.148666
35190,1.847776,1.148993
35200,1.847291,1.149319
35210,1.846806,1.149646
35220,1.846321,1.149972
35230,1.845836,1.150299
35240,1.845352,1.150625
35250,1.844868,1.150952
35260,1.844384,1.151278
35270,1.843900,1.151605
35280,1.843417,1.151931
35290,1.842934,1.152258
35300,1.842451,1.152584
35310,1.841969,1.152911
35320,1.841486,1.153237
35330,1.841004,1.153564
35340,1.840522,1.153890
35350,1.840041,1.154217
35360,1.839559,1.154543
35370,1.839078,1.154870
35380,1.838598,1.155196
35390,1.838117,1.155523
35400,1.837637,1.155849
35410,1.837157,1.156176
35420,1.836677,1.156502
35430,1.836197,1.156829
35440,1.835718,1.157155
35450,1.835239,1.157482
35460,1.834760,1.157808
35470,1.834282,1.158135
35480,1.833803,1.158461
35490,1.833325,1.158788
35500,1.832847,1.159114
35510,1.832370,1.159441
35520,1.831893,1.159767
35530,1.831415,1.160094
35540,1.830939,1.160420
35550,1.830462,1.160747
35560,1.829986,1.161073
35570,1.829510,1.161400
35580,1.829034,1.161726
35590,1.828558,1.162053
35600,1.828083,1.162380
35610,1.827608,1.162706
35620,1.827133,1.163033
35630,1.826659,1.163359
35640,1.826184,1.163686
35650,1.825710,1.164012
35660,1.825236,1.164339
35670,1.824763,1.164665
35680,1.824289,1.164992
35690,1.823816,1.165318
35700,1.823344,1.165645
35710,1.822871,1.165971
35720,1.822399,1.166298
35730,1.821926,1.166624
35740,1.821455,1.166951
35750,1.820983,1.167277
35760,1.820512,1.167604
35770,1.820040,1.167930
35780,1.819570,1.168257
35790,1.819099,1.168583
35800,1.818629,1.168910
35810,1.818158,1.169236
35820,1.817689,1.169563
35830,1.817219,1.169889
35840,1.816749,1.170216
35850,1.816280,1.170542
35860,1.815811,1.170869
35870,1.815343,1.171195
35880,1.814874,1.171522
35890,1.814406,1.171848
35900,1.813938,1.172175
35910,1.813470,1.172501
35920,1.813003,1.172828
35930,1.812536,1.173154
35940,1.812069,1.173481
35950,1.811602,1.173807
35960,1.811135,1.174134
35970,1.810669,1.174460
35980,1.810203,1.174787
35990,1.809737,1.175113
36000,1.809272,1.175440
36010,1.808806,1.175766
36020,1.808341,1.176093
36030,1.807876,1.176419
36040,1.807412,1.176746
36050,1.806948,1.177073
36060,1.806483,1.177399
36070,1.806020,1.177726
36080,1.805556,1.178052
36090,1.805093,1.178379
36100,1.804629,1.178705
36110,1.804166,1.179032
36120,1.803704,1.179358
36130,1.803241,1.179685
36140,1.802779,1.180011
36150,1.802317,1.180338
36160,1.801855,1.180664
36170,1.801394,1.180991
36180,1.800933,1.181317
36190,1.800472,1.181644
36200,1.800011,1.181970
36210,1.799550,1.182297
36220,1.799090,1.182623
36230,1.798630,1.182950
36240,1.798170,1.183276
36250,1.797711,1.183603
36260,1.797251,1.183929
36270,1.796792,1.184256
36280,1.796333,1.184582
36290,1.795874,1.184909
36300,1.795416,1.185235
36310,1.794958,1.185562
36320,1.794500,1.185888
36330,1.794042,1.186215
36340,1.793585,1.186541
36350,1.793127,1.186868
36360,1.792670,1.187194
36370,1.792214,1.187521
36380,1.791757,1.187847
36390,1.791301,1.188174
36400,1.790845,1.188500
36410,1.790389,1.188827
36420,1.789933,1.189153
36430,1.789478,1.189480
36440,1.789023,1.189806
36450,1.788568,1.190133
36460,1.788113,1.190459
36470,1.787659,1.190786
36480,1.787204,1.191112
36490,1.786750,1.191439
36500,1.786297,1.191766
36510,1.785843,1.192092
36520,1.785390,1.192419
36530,1.784937,1.192745
36540,1.784484,1.193072
36550,1.784031,1.193398
36560,1.783579,1.193725
36570,1.783127,1.194051
36580,1.782675,1.194378
36590,1.782223,1.194704
36600,1.781772,1.195031
36610,1.781320,1.195357
36620,1.780869,1.195684
36630,1.780419,1.196010
36640,1.779968,1.196337
36650,1.779518,1.196663
36660,1.779068,1.196990
36670,1.778618,1.197316
36680,1.778168,1.197643
36690,1.777719,1.197969
36700,1.777270,1.198296
36710,1.776821,1.198622
36720,1.776372,1.198949
36730,1.775924,1.199275
36740,1.775475,1.199602
36750,1.775027,1.199928
36760,1.774579,1.200255
36770,1.774132,1.200581
36780,1.773684,1.200908
36790,1.773237,1.201234
36800,1.772790,1.201561
36810,1.772344,1.201887
36820,1.771897,1.202214
36830,1.771451,1.202540
36840,1.771005,1.202867
36850,1.770559,1.203193
36860,1.770114,1.203520
36870,1.769668,1.203846
36880,1.769223,1.204173
36890,1.768778,1.204499
36900,1.768334,1.204826
36910,1.767889,1.205152
36920,1.767445,1.205479
36930,1.767001,1.205805
36940,1.766557,1.206132
36950,1.766114,1.206459
36960,1.765671,1.206785
36970,1.765227,1.207112
36980,1.764785,1.207438
36990,1.764342,1.207765
37000,1.763900,1.208091
37010,1.763457,1.208418
37020,1.763015,1.208744
37030,1.762574,1.209071
37040,1.762132,1.209397
37050,1.761691,1.209724
37060,1.761250,1.210050
37070,1.760809,1.210377
37080,1.760368,1.210703
37090,1.759928,1.211030
37100,1.759488,1.211356
37110,1.759048,1.211683
37120,1.758608,1.212009
37130,1.758168,1.212336
37140,1.757729,1.212662
37150,1.757290,1.212989
37160,1.756851,1.213315
37170,1.756412,1.213642
37180,1.755974,1.213968
37190,1.755536,1.214295
37200,1.755098,1.214621
37210,1.754660,1.214948
37220,1.754222,1.215274
37230,1.753785,1.215601
37240,1.753348,1.215927
37250,1.752911,1.216254
37260,1.752474,1.216580
37270,1.752038,1.216907
37280,1.751602,1.217233
37290,1.751165,1.217560
37300,1.750730,1.217886
37310,1.750294,1.218213
37320,1.749859,1.218539
37330,1.749424,1.218866
37340,1.748989,1.219192
37350,1.748554,1.219519
37360,1.748119,1.219845
37370,1.747685,1.220172
37380,1.747251,1.220498
37390,1.746817,1.220825
37400,1.746383,1.221152
37410,1.745950,1.221478
37420,1.745517,1.221805
37430,1.745084,1.222131
37440,1.744651,1.222458
37450,1.744218,1.222784
37460,1.743786,1.223111
37470,1.743354,1.223437
37480,1.742922,1.223764
37490,1.742490,1.224090
37500,1.742059,1.224417
37510,1.741627,1.224743
37520,1.741196,1.225070
37530,1.740766,1.225396
37540,1.740335,1.225723
37550,1.739905,1.226049
37560,1.739474,1.226376
37570,1.739044,1.226702
37580,1.738614,1.227029
37590,1.738185,1.227355
37600,1.737756,1.227682
37610,1.737326,1.228008
37620,1.736897,1.228335
37630,1.736469,1.228661
37640,1.736040,1.228988
37650,1.735612,1.229314
37660,1.735184,1.229641
37670,1.734756,1.229967
37680,1.734328,1.230294
37690,1.733901,1.230620
37700,1.733474,1.230947
37710,1.733047,1.231273
37720,1.732620,1.231600
37730,1.732193,1.231926
37740,1.731767,1.232253
37750,1.731341,1.232579
37760,1.730915,1.232906
37770,1.730489,1.233232
37780,1.730063,1.233559
37790,1.729638,1.233885
37800,1.729213,1.234212
37810,1.728788,1.234538
37820,1.728363,1.234865
37830,1.727939,1.235191
37840,1.727514,1.235518
37850,1.727090,1.235845
37860,1.726666,1.236171
37870,1.726243,1.236498
37880,1.725819,1.236824
37890,1.725396,1.237151
37900,1.724973,1.237477
37910,1.724550,1.237804
37920,1.724127,1.238130
37930,1.723705,1.238457
37940,1.723283,1.238783
37950,1.722861,1.239110
37960,1.722439,1.239436
37970,1.722017,1.239763
37980,1.721596,1.240089
37990,1.721175,1.240416
38000,1.720754,1.240742
38010,1.720333,1.241069
38020,1.719912,1.241395
38030,1.719492,1.241722
38040,1.719072,1.242048
38050,1.718652,1.242375
38060,1.718232,1.242701
38070,1.717813,1.243028
38080,1.717393,1.243354
38090,1.716974,1.243681
38100,1.716555,1.244007
38110,1.716137,1.244334
38120,1.715718,1.244660
38130,1.715300,1.244987
38140,1.714882,1.245313
38150,1.714464,1.245640
38160,1.714046,1.245966
38170,1.713629,1.246293
38180,1.713211,1.246619
38190,1.712794,1.246946
38200,1.712377,1.247272
38210,1.711961,1.247599
38220,1.711544,1.247925
38230,1.711128,1.248252
38240,1.710712,1.248578
38250,1.710296,1.248905
38260,1.709880,1.249231
38270,1.709465,1.249558
38280,1.709050,1.249884
38290,1.708635,1.250211
38300,1.708220,1.250538
38310,1.707805,1.250864
38320,1.707391,1.251191
38330,1.706976,1.251517
38340,1.706562,1.251844
38350,1.706149,1.252170
38360,1.705735,1.252497
38370,1.705322,1.252823
38380,1.704908,1.253150
38390,1.704495,1.253476
38400,1.704082,1.253803
38410,1.703670,1.254129
38420,1.703257,1.254456
38430,1.702845,1.254782
38440,1.702433,1.255109
38450,1.702021,1.255435
38460,1.701610,1.255762
38470,1.701198,1.256088
38480,1.700787,1.256415
38490,1.700376,1.256741
38500,1.699965,1.257068
38510,1.699554,1.257394
38520,1.699144,1.257721
38530,1.698734,1.258047
38540,1.698324,1.258374
38550,1.697914,1.258700
38560,1.697504,1.259027
38570,1.697095,1.259353
38580,1.696686,1.259680
38590,1.696276,1.260006
38600,1.695868,1.260333
38610,1.695459,1.260659
38620,1.695051,1.260986
38630,1.694642,1.261312
38640,1.694234,1.261639
38650,1.693826,1.261965
38660,1.693419,1.262292
38670,1.693011,1.262618
38680,1.692604,1.262945
38690,1.692197,1.263271
38700,1.691790,1.263598
38710,1.691383,1.263924
38720,1.690977,1.264251
38730,1.690570,1.264577
38740,1.690164,1.264904
38750,1.689758,1.265231
38760,1.689353,1.265557
38770,1.688947,1.265884
38780,1.688542,1.266210
38790,1.688137,1.266537
38800,1.687732,1.266863
38810,1.687327,1.267190
38820,1.686923,1.267516
38830,1.686518,1.267843
38840,1.686114,1.268169
38850,1.685710,1.268496
38860,1.685306,1.268822
38870,1.684903,1.269149
38880,1.684499,1.269475
38890,1.684096,1.269802
38900,1.683693,1.270128
38910,1.683290,1.270455
38920,1.682888,1.270781
38930,1.682485,1.271108
38940,1.682083,1.271434
38950,1.681681,1.271761
38960,1.681279,1.272087
38970,1.680878,1.272414
38980,1.680476,1.272740
38990,1.680075,1.273067
39000,1.679674,1.273393
39010,1.679273,1.273720
39020,1.678872,1.274046
39030,1.678472,1.274373
39040,1.678072,1.274699
39050,1.677672,1.275026
39060,1.677272,1.275352
39070,1.676872,1.275679
39080,1.676472,1.276005
39090,1.676073,1.276332
39100,1.675674,1.276658
39110,1.675275,1.276985
39120,1.674876,1.277311
39130,1.674478,1.277638
39140,1.674079,1.277964
39150,1.673681,1.278291
39160,1.673283,1.278617
39170,1.672885,1.278944
39180,1.672488,1.279270
39190,1.672090,1.279597
39200,1.671693,1.279924
39210,1.671296,1.280250
39220,1.670899,1.280577
39230,1.670502,1.280903
39240,1.670106,1.281230
39250,1.669710,1.281556
39260,1.669313,1.281883
39270,1.668918,1.282209
39280,1.668522,1.282536
39290,1.668126,1.282862
39300,1.667731,1.283189
39310,1.667336,1.283515
39320,1.666941,1.283842
39330,1.666546,1.284168
39340,1.666151,1.284495
39350,1.665757,1.284821
39360,1.665363,1.285148
39370,1.664969,1.285474
39380,1.664575,1.285801
39390,1.664181,1.286127
39400,1.663788,1.286454
39410,1.663394,1.286780
39420,1.663001,1.287107
39430,1.662608,1.287433
39440,1.662216,1.287760
39450,1.661823,1.288086
39460,1.661431,1.288413
39470,1.661038,1.288739
39480,1.660646,1.289066
39490,1.660255,1.289392
39500,1.659863,1.289719
39510,1.659472,1.290045
39520,1.659080,1.290372
39530,1.658689,1.290698
39540,1.658298,1.291025
39550,1.657908,1.291351
39560,1.657517,1.291678
39570,1.657127,1.292004
39580,1.656737,1.292331
39590,1.656347,1.292657
39600,1.655957,1.292984
39610,1.655567,1.293310
39620,1.655178,1.293637
39630,1.654789,1.293963
39640,1.654400,1.294290
39650,1.654011,1.294617
39660,1.653622,1.294943
39670,1.653233,1.295270
39680,1.652845,1.295596
39690,1.652457,1.295923
39700,1.652069,1.296249
39710,1.651681,1.296576
39720,1.651294,1.296902
39730,1.650906,1.297229
39740,1.650519,1.297555
39750,1.650132,1.297882
39760,1.649745,1.298208
39770,1.649359,1.298535
39780,1.648972,1.298861
39790,1.648586,1.299188
39800,1.648200,1.299514
39810,1.647814,1.299841
39820,1.647428,1.300167
39830,1.647042,1.300494
39840,1.646657,1.300820
39850,1.646272,1.301147
39860,1.645887,1.301473
39870,1.645502,1.301800
39880,1.645117,1.302126
39890,1.644733,1.302453
39900,1.644348,1.302779
39910,1.643964,1.303106
39920,1.643580,1.303432
39930,1.643196,1.303759
39940,1.642813,1.304085
39950,1.642429,1.304412
39960,1.642046,1.304738
39970,1.641663,1.305065
39980,1.641280,1.305391
39990,1.640897,1.305718
40000,1.640515,1.306044
40010,1.640133,1.306371
40020,1.639750,1.306697
40030,1.639368,1.307024
40040,1.638987,1.307350
40050,1.638605,1.307677
40060,1.638224,1.308003
40070,1.637842,1.308330
40080,1.637461,1.308656
40090,1.637080,1.308983
40100,1.636700,1.309310
40110,1.636319,1.309636
40120,1.635939,1.309963
40130,1.635558,1.310289
40140,1.635178,1.310616
40150,1.634798,1.310942
40160,1.634419,1.311269
40170,1.634039,1.311595
40180,1.633660,1.311922
40190,1.633281,1.312248
40200,1.632902,1.312575
40210,1.632523,1.312901
40220,1.632144,1.313228
40230,1.631766,1.313554
40240,1.631388,1.313881
40250,1.631010,1.314207
40260,1.630632,1.314534
40270,1.630254,1.314860
40280,1.629876,1.315187
40290,1.629499,1.315513
40300,1.629122,1.315840
40310,1.628745,1.316166
40320,1.628368,1.316493
40330,1.627991,1.316819
40340,1.627615,1.317146
40350,1.627238,1.317472
40360,1.626862,1.317799
40370,1.626486,1.318125
40380,1.626110,1.318452
40390,1.625735,1.318778
40400,1.625359,1.319105
40410,1.624984,1.319431
40420,1.624609,1.319758
40430,1.624234,1.320084
40440,1.623859,1.320411
40450,1.623484,1.320737
40460,1.623110,1.321064
40470,1.622736,1.321390
40480,1.622362,1.321717
40490,1.621988,1.322043
40500,1.621614,1.322370
40510,1.621240,1.322696
40520,1.620867,1.323023
40530,1.620494,1.323349
40540,1.620121,1.323676
40550,1.619748,1.324003
40560,1.619375,1.324329
40570,1.619003,1.324656
40580,1.618630,1.324982
40590,1.618258,1.325309
40600,1.617886,1.325635
40610,1.617514,1.325962
40620,1.617143,1.326288
40630,1.616771,1.326615
40640,1.616400,1.326941
40650,1.616029,1.327268
40660,1.615658,1.327594
40670,1.615287,1.327921
40680,1.614916,1.328247
40690,1.614546,1.328574
40700,1.614175,1.328900
40710,1.613805,1.329227
40720,1.613435,1.329553
40730,1.613065,1.329880
40740,1.612696,1.330206
40750,1.612326,1.330533
40760,1.611957,1.330859
40770,1.611588,1.331186
40780,1.611219,1.331512
40790,1.610850,1.331839
40800,1.610482,1.332165
40810,1.610113,1.332492
40820,1.609745,1.332818
40830,1.609377,1.333145
40840,1.609009,1.333471
40850,1.608641,1.333798
40860,1.608273,1.334124
40870,1.607906,1.334451
40880,1.607539,1.334777
40890,1.607172,1.335104
40900,1.606805,1.335430
40910,1.606438,1.335757
40920,1.606071,1.336083
40930,1.605705,1.336410
40940,1.605339,1.336736
40950,1.604973,1.337063
40960,1.604607,1.337389
40970,1.604241,1.337716
40980,1.603875,1.338042
40990,1.603510,1.338369
41000,1.603145,1.338696
41010,1.602780,1.339022
41020,1.602415,1.339349
41030,1.602050,1.339675
41040,1.601685,1.340002
41050,1.601321,1.340328
41060,1.600957,1.340655
41070,1.600593,1.340981
41080,1.600229,1.341308
41090,1.599865,1.341634
41100,1.599501,1.341961
41110,1.599138,1.342287
41120,1.598775,1.342614
41130,1.598411,1.342940
41140,1.598049,1.343267
41150,1.597686,1.343593
41160,1.597323,1.343920
41170,1.596961,1.344246
41180,1.596598,1.344573
41190,1.596236,1.344899
41200,1.595874,1.345226
41210,1.595513,1.345552
41220,1.595151,1.345879
41230,1.594790,1.346205
41240,1.594428,1.346532
41250,1.594067,1.346858
41260,1.593706,1.347185
41270,1.593345,1.347511
41280,1.592985,1.347838
41290,1.592624,1.348164
41300,1.592264,1.348491
41310,1.591904,1.348817
41320,1.591544,1.349144
41330,1.591184,1.349470
41340,1.590825,1.349797
41350,1.590465,1.350123
41360,1.590106,1.350450
41370,1.589747,1.350776
41380,1.589388,1.351103
41390,1.589029,1.351429
41400,1.588670,1.351756
41410,1.588312,1.352082
41420,1.587953,1.352409
41430,1.587595,1.352735
41440,1.587237,1.353062
41450,1.586879,1.353389
41460,1.586521,1.353715
41470,1.586164,1.354042
41480,1.585807,1.354368
41490,1.585449,1.354695
41500,1.585092,1.355021
41510,1.584735,1.355348
41520,1.584379,1.355674
41530,1.584022,1.356001
41540,1.583666,1.356327
41550,1.583309,1.356654
41560,1.582953,1.356980
41570,1.582597,1.357307
41580,1.582242,1.357633
41590,1.581886,1.357960
41600,1.581531,1.358286
41610,1.581175,1.358613
41620,1.580820,1.358939
41630,1.580465,1.359266
41640,1.580110,1.359592
41650,1.579756,1.359919
41660,1.579401,1.360245
41670,1.579047,1.360572
41680,1.578693,1.360898
41690,1.578339,1.361225
41700,1.577985,1.361551
41710,1.577631,1.361878
41720,1.577278,1.362204
41730,1.576924,1.362531
41740,1.576571,1.362857
41750,1.576218,1.363184
41760,1.575865,1.363510
41770,1.575512,1.363837
41780,1.575160,1.364163
41790,1.574807,1.364490
41800,1.574455,1.364816
41810,1.574103,1.365143
41820,1.573751,1.365469
41830,1.573399,1.365796
41840,1.573048,1.366122
41850,1.572696,1.366449
41860,1.572345,1.366775
41870,1.571994,1.367102
41880,1.571643,1.367428
41890,1.571292,1.367755
41900,1.570941,1.368082
41910,1.570591,1.368408
41920,1.570240,1.368735
41930,1.569890,1.369061
41940,1.569540,1.369388
41950,1.569190,1.369714
41960,1.568840,1.370041
41970,1.568491,1.370367
41980,1.568141,1.370694
41990,1.567792,1.371020
42000,1.567443,1.371347
42010,1.567094,1.371673
42020,1.566745,1.372000
42030,1.566396,1.372326
42040,1.566048,1.372653
42050,1.565700,1.372979
42060,1.565351,1.373306
42070,1.565003,1.373632
42080,1.564656,1.373959
42090,1.564308,1.374285
42100,1.563960,1.374612
42110,1.563613,1.374938
42120,1.563266,1.375265
42130,1.562918,1.375591
42140,1.562571,1.375918
42150,1.562225,1.376244
42160,1.561878,1.376571
42170,1.561532,1.376897
42180,1.561185,1.377224
42190,1.560839,1.377550
42200,1.560493,1.377877
42210,1.560147,1.378203
42220,1.559801,1.378530
42230,1.559456,1.378856
42240,1.559110,1.379183
42250,1.558765,1.379509
42260,1.558420,1.379836
42270,1.558075,1.380162
42280,1.557730,1.380489
42290,1.557386,1.380815
42300,1.557041,1.381142
42310,1.556697,1.381468
42320,1.556353,1.381795
42330,1.556009,1.382121
42340,1.555665,1.382448
42350,1.555321,1.382775
42360,1.554977,1.383101
42370,1.554634,1.383428
42380,1.554291,1.383754
42390,1.553948,1.384081
42400,1.553605,1.384407
42410,1.553262,1.384734
42420,1.552919,1.385060
42430,1.552577,1.385387
42440,1.552234,1.385713
42450,1.551892,1.386040
42460,1.551550,1.386366
42470,1.551208,1.386693
42480,1.550866,1.387019
42490,1.550525,1.387346
42500,1.550183,1.387672
42510,1.549842,1.387999
42520,1.549501,1.388325
42530,1.549160,1.388652
42540,1.548819,1.388978
42550,1.548478,1.389305
42560,1.548138,1.389631
42570,1.547797,1.389958
42580,1.547457,1.390284
42590,1.547117,1.390611
42600,1.546777,1.390937
42610,1.546437,1.391264
42620,1.546097,1.391590
42630,1.545758,1.391917
42640,1.545419,1.392243
42650,1.545079,1.392570
42660,1.544740,1.392896
42670,1.544401,1.393223
42680,1.544063,1.393549
42690,1.543724,1.393876
42700,1.543385,1.394202
42710,1.543047,1.394529
42720,1.542709,1.394855
42730,1.542371,1.395182
42740,1.542033,1.395508
42750,1.541695,1.395835
42760,1.541358,1.396161
42770,1.541020,1.396488
42780,1.540683,1.396814
42790,1.540346,1.397141
42800,1.540009,1.397468
42810,1.539672,1.397794
42820,1.539335,1.398121
42830,1.538999,1.398447
42840,1.538663,1.398774
42850,1.538326,1.399100
42860,1.537990,1.399427
42870,1.537654,1.399753
42880,1.537318,1.400080
42890,1.536983,1.400406
42900,1.536647,1.400733
42910,1.536312,1.401059
42920,1.535977,1.401386
42930,1.535642,1.401712
42940,1.535307,1.402039
42950,1.534972,1.402365
42960,1.534637,1.402692
42970,1.534303,1.403018
42980,1.533969,1.403345
42990,1.533634,1.403671
43000,1.533300,1.403998
43010,1.532966,1.404324
43020,1.532633,1.404651
43030,1.532299,1.404977
43040,1.531966,1.405304
43050,1.531632,1.405630
43060,1.531299,1.405957
43070,1.530966,1.406283
43080,1.530633,1.406610
